"FriendlyName","Name","Class","Status","InstanceId","HID"
"Standard PS/2 Keyboard","Standard PS/2 Keyboard","Keyboard","OK","ACPI\PNP0303\0","*PNP0303"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL02\7&1606C980&0&0001","HID\VID_046D&PID_C52B&REV_2411&MI_02&Col02"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL02\7&1606C980&0&0001","HID\VID_046D&PID_C52B&MI_02&Col02"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL02\7&1606C980&0&0001","HID\VID_046D&UP:FF00_U:0002"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL02\7&1606C980&0&0001","HID_DEVICE_UP:FF00_U:0002"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL02\7&1606C980&0&0001","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL02\7&1606C980&0&0001","HID_DEVICE"
"Numeric data processor","Numeric data processor","System","OK","ACPI\PNP0C04\4&3816902A&0","ACPI\VEN_PNP&DEV_0C04"
"Numeric data processor","Numeric data processor","System","OK","ACPI\PNP0C04\4&3816902A&0","ACPI\PNP0C04"
"Numeric data processor","Numeric data processor","System","OK","ACPI\PNP0C04\4&3816902A&0","*PNP0C04"
"NDIS Virtual Network Adapter Enumerator","NDIS Virtual Network Adapter Enumerator","System","OK","ROOT\NDISVIRTUALBUS\0000","ROOT\NdisVirtualBus"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_FFFF&PID_BACE&REV_0002&MI_00\2&2CEE342A&0&0000","USB\VID_FFFF&PID_BACE&REV_0002&MI_00"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_FFFF&PID_BACE&REV_0002&MI_00\2&2CEE342A&0&0000","USB\VID_FFFF&PID_BACE&MI_00"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_2113&MI_00\6&3155E302&0&0000","USB\VID_413C&PID_2113&REV_0110&MI_00"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_2113&MI_00\6&3155E302&0&0000","USB\VID_413C&PID_2113&MI_00"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\8&26EEC2E0&0&0003","HID\VID_046D&PID_C52B&REV_2411&MI_01&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\8&26EEC2E0&0&0003","HID\VID_046D&PID_C52B&MI_01&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\8&26EEC2E0&0&0003","HID\VID_046D&UP:FFBC_U:0088"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\8&26EEC2E0&0&0003","HID_DEVICE_UP:FFBC_U:0088"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\8&26EEC2E0&0&0003","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\8&26EEC2E0&0&0003","HID_DEVICE"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_413C&PID_4503\6&3183D08&0&2","USB\VID_413C&PID_4503&REV_0228"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_413C&PID_4503\6&3183D08&0&2","USB\VID_413C&PID_4503"
"Speakers (TCL 8132 Sound Bar)","Speakers (TCL 8132 Sound Bar)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{C5891647-3A68-48B1-B31D-F987AFCE9D8F}","MMDEVAPI\AudioEndpoints"
"WDC WD101EFAX-68LDBN0","WDC WD101EFAX-68LDBN0","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_WDC_WD101EFAX-68\4&296A7F82&0&020000","SCSI\DiskATA_____WDC_WD101EFAX-680A81"
"WDC WD101EFAX-68LDBN0","WDC WD101EFAX-68LDBN0","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_WDC_WD101EFAX-68\4&296A7F82&0&020000","SCSI\DiskATA_____WDC_WD101EFAX-68"
"WDC WD101EFAX-68LDBN0","WDC WD101EFAX-68LDBN0","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_WDC_WD101EFAX-68\4&296A7F82&0&020000","SCSI\DiskATA_____"
"WDC WD101EFAX-68LDBN0","WDC WD101EFAX-68LDBN0","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_WDC_WD101EFAX-68\4&296A7F82&0&020000","SCSI\ATA_____WDC_WD101EFAX-680"
"WDC WD101EFAX-68LDBN0","WDC WD101EFAX-68LDBN0","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_WDC_WD101EFAX-68\4&296A7F82&0&020000","ATA_____WDC_WD101EFAX-680"
"WDC WD101EFAX-68LDBN0","WDC WD101EFAX-68LDBN0","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_WDC_WD101EFAX-68\4&296A7F82&0&020000","GenDisk"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","USBSTOR\Disk_USB_____SanDisk_3.2Gen11.00"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","USBSTOR\Disk_USB_____SanDisk_3.2Gen1"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","USBSTOR\Disk_USB____"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","USBSTOR\_USB_____SanDisk_3.2Gen11"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","_USB_____SanDisk_3.2Gen11"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","USBSTOR\GenDisk"
" USB  SanDisk 3.2Gen1 USB Device"," USB  SanDisk 3.2Gen1 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC","GenDisk"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_02\7&6346AA5&1&0002","USB\VID_046D&PID_C52B&REV_2411&MI_02"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_02\7&6346AA5&1&0002","USB\VID_046D&PID_C52B&MI_02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_413C&PID_2113&MI_01&COL01\7&19EDA587&0&0000","HID\VID_413C&PID_2113&REV_0110&MI_01&Col01"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_413C&PID_2113&MI_01&COL01\7&19EDA587&0&0000","HID\VID_413C&PID_2113&MI_01&Col01"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_413C&PID_2113&MI_01&COL01\7&19EDA587&0&0000","HID\VID_413C&UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_413C&PID_2113&MI_01&COL01\7&19EDA587&0&0000","HID_DEVICE_SYSTEM_CONSUMER"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_413C&PID_2113&MI_01&COL01\7&19EDA587&0&0000","HID_DEVICE_UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_413C&PID_2113&MI_01&COL01\7&19EDA587&0&0000","HID_DEVICE"
"Alex’s AirPods","Alex’s AirPods","MEDIA","OK","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&2002\7&B265E0C&0&94B01FA9D419_C00000000","BTHENUM\{0000110b-0000-1000-8000-00805f9b34fb}_VID&0001004c_PID&2002"
"Alex’s AirPods","Alex’s AirPods","MEDIA","OK","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&2002\7&B265E0C&0&94B01FA9D419_C00000000","BTHENUM\{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Signa S2 Avrcp Transport","Signa S2 Avrcp Transport","Bluetooth","OK","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0002099A_PID&0500\7&B265E0C&0&88D0397F939D_C00000000","BTHENUM\{0000110e-0000-1000-8000-00805f9b34fb}_VID&0002099a_PID&0500"
"Signa S2 Avrcp Transport","Signa S2 Avrcp Transport","Bluetooth","OK","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0002099A_PID&0500\7&B265E0C&0&88D0397F939D_C00000000","BTHENUM\{0000110e-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_01\6&1D8899B1&0&0001","USB\VID_046D&PID_C52B&REV_2411&MI_01"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_01\6&1D8899B1&0&0001","USB\VID_046D&PID_C52B&MI_01"
"Speakers (Signa S2)","Speakers (Signa S2)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{72A68E97-67F6-4713-A2F8-6E532DA2703D}","MMDEVAPI\AudioEndpoints"
"Microsoft VHD Loopback Controller","Microsoft VHD Loopback Controller","SCSIAdapter","OK","{8E7BD593-6E6C-4C52-86A6-77175494DD8E}\MSVHDHBA\1&3030E83&0&01","{8e7bd593-6e6c-4c52-86a6-77175494dd8e}\MsVhdHba"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&001B","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b369_REV&0007"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&001B","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b369"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&001B","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Headset (Alex’s AirPods)","Headset (Alex’s AirPods)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.1.00000000}.{E02D2BF6-1A3A-4AD6-8417-C5690A2FE127}","MMDEVAPI\AudioEndpoints"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_01\7&6346AA5&1&0001","USB\VID_046D&PID_C52B&REV_2411&MI_01"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_01\7&6346AA5&1&0001","USB\VID_046D&PID_C52B&MI_01"
"Microsoft Bluetooth LE Enumerator","Microsoft Bluetooth LE Enumerator","Bluetooth","OK","BTH\MS_BTHLE\6&191B35EC&0&3","BTH\MS_BTHLE"
"Speakers (Signa S2)","Speakers (Signa S2)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{BCDBAC1E-4DB0-452F-9807-98361A4B9602}","MMDEVAPI\AudioEndpoints"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b369_REV&0007&Col03"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b369&Col03"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID\{00001812-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002&Col03"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID\VID_046D&UP:FF43_U:0202"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID_DEVICE_UP:FF43_U:0202"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID_DEVICE_UPR:FF00-FFFF"
"Logitech Download Assistant","Logitech Download Assistant","HIDClass","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL03\9&235D9243&0&0002","HID_DEVICE"
"LG HDR 4K (2- NVIDIA High Definition Audio)","LG HDR 4K (2- NVIDIA High Definition Audio)","AudioEndpoint","OK","SWD\MMDEVAPI\{0.0.0.00000000}.{35AC9351-954A-43A2-850A-0562AC49A48B}","MMDEVAPI\AudioEndpoints"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&001B","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b034_REV&0003"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&001B","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b034"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&001B","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_02\7&B129161&0&0000","HID\VID_1532&PID_0084&REV_0200&MI_02"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_02\7&B129161&0&0000","HID\VID_1532&PID_0084&MI_02"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_02\7&B129161&0&0000","HID\VID_1532&UP:0001_U:0006"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_02\7&B129161&0&0000","HID_DEVICE_SYSTEM_KEYBOARD"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_02\7&B129161&0&0000","HID_DEVICE_UP:0001_U:0006"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_02\7&B129161&0&0000","HID_DEVICE"
"BTNOTIFYR","BTNOTIFYR",,"OK","BTHENUM\{0000FF01-0000-1000-8000-00805F9B34FF}_VID&00010094_PID&0004\7&B265E0C&0&6C47604EDC78_C00000000","BTHENUM\{0000ff01-0000-1000-8000-00805f9b34ff}_VID&00010094_PID&0004"
"BTNOTIFYR","BTNOTIFYR",,"OK","BTHENUM\{0000FF01-0000-1000-8000-00805F9B34FF}_VID&00010094_PID&0004\7&B265E0C&0&6C47604EDC78_C00000000","BTHENUM\{0000ff01-0000-1000-8000-00805f9b34ff}_LOCALMFG&0002"
"Logitech USB Input Device","Logitech USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_00\7&6346AA5&1&0000","USB\VID_046D&PID_C52B&REV_2411&MI_00"
"Logitech USB Input Device","Logitech USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_00\7&6346AA5&1&0000","USB\VID_046D&PID_C52B&MI_00"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL04\7&337D3F2A&1&0003","HID\VID_1532&PID_0084&REV_0200&MI_01&Col04"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL04\7&337D3F2A&1&0003","HID\VID_1532&PID_0084&MI_01&Col04"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL04\7&337D3F2A&1&0003","HID\VID_1532&UP:0001_U:0000"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL04\7&337D3F2A&1&0003","HID_DEVICE_UP:0001_U:0000"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL04\7&337D3F2A&1&0003","HID_DEVICE"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED160-E4D1-11EC-A496-806E6F6E6963}#000002B3A5100000","STORAGE\Volume"
"Headphones (E7)","Headphones (E7)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{5FF1C6F9-0B2F-4E7C-9864-E2D32A686220}","MMDEVAPI\AudioEndpoints"
"BTFASTPAIR","BTFASTPAIR",,"OK","BTHENUM\{DF21FE2C-2515-4FDB-8886-F12C4D67927C}_VID&00010094_PID&0004\7&B265E0C&0&6C47604EDC78_C00000000","BTHENUM\{df21fe2c-2515-4fdb-8886-f12c4d67927c}_VID&00010094_PID&0004"
"BTFASTPAIR","BTFASTPAIR",,"OK","BTHENUM\{DF21FE2C-2515-4FDB-8886-F12C4D67927C}_VID&00010094_PID&0004\7&B265E0C&0&6C47604EDC78_C00000000","BTHENUM\{df21fe2c-2515-4fdb-8886-f12c4d67927c}_LOCALMFG&0002"
"Bluetooth Peripheral Device","Bluetooth Peripheral Device",,"OK","BTHENUM\{00001801-0000-1000-8000-00805F9B34FB}_VID&0001000F_PID&1200\7&B265E0C&0&2CFDB3C85F48_C00000000","BTHENUM\{00001801-0000-1000-8000-00805f9b34fb}_VID&0001000f_PID&1200"
"Bluetooth Peripheral Device","Bluetooth Peripheral Device",,"OK","BTHENUM\{00001801-0000-1000-8000-00805F9B34FB}_VID&0001000F_PID&1200\7&B265E0C&0&2CFDB3C85F48_C00000000","BTHENUM\{00001801-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Generic USB Hub","Generic USB Hub","USB","OK","USB\VID_0BDA&PID_5411\5&129774C1&0&10","USB\VID_0BDA&PID_5411&REV_0121"
"Generic USB Hub","Generic USB Hub","USB","OK","USB\VID_0BDA&PID_5411\5&129774C1&0&10","USB\VID_0BDA&PID_5411"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C534&MI_00\7&13B8B4BC&0&0000","USB\VID_046D&PID_C534&REV_2901&MI_00"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C534&MI_00\7&13B8B4BC&0&0000","USB\VID_046D&PID_C534&MI_00"
"Volume","Volume","Volume","Unknown","STORAGE\VOLUME\_??_USBSTOR#DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP#07190C73F88BEB45&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}","STORAGE\Volume"
"Motherboard resources","Motherboard resources","System","OK","ACPI\PNP0C02\4&3816902A&0","ACPI\VEN_PNP&DEV_0C02"
"Motherboard resources","Motherboard resources","System","OK","ACPI\PNP0C02\4&3816902A&0","ACPI\PNP0C02"
"Motherboard resources","Motherboard resources","System","OK","ACPI\PNP0C02\4&3816902A&0","*PNP0C02"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b_REV&0013&Col02"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b&Col02"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID\{00001812-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002&Col02"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID\VID_046D&UP:0001_U:0002"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID_DEVICE_SYSTEM_MOUSE"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID_DEVICE_UP:0001_U:0002"
"HID-compliant mouse","HID-compliant mouse","Mouse","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL02\9&31D1F8C4&0&0001","HID_DEVICE"
"Microsoft System Management BIOS Driver","Microsoft System Management BIOS Driver","System","OK","ROOT\MSSMBIOS\0000","ROOT\mssmbios"
"Motherboard resources","Motherboard resources","System","OK","ACPI\INT340E\2&DABA3FF&0","ACPI\VEN_INT&DEV_340E"
"Motherboard resources","Motherboard resources","System","OK","ACPI\INT340E\2&DABA3FF&0","ACPI\INT340E"
"Motherboard resources","Motherboard resources","System","OK","ACPI\INT340E\2&DABA3FF&0","*INT340E"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\TBFP","ACPI\VEN_PNP&DEV_0C14"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\TBFP","ACPI\PNP0C14"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\TBFP","*PNP0C14"
"System speaker","System speaker","System","OK","ACPI\PNP0800\4&3816902A&0","ACPI\VEN_PNP&DEV_0800"
"System speaker","System speaker","System","OK","ACPI\PNP0800\4&3816902A&0","ACPI\PNP0800"
"System speaker","System speaker","System","OK","ACPI\PNP0800\4&3816902A&0","*PNP0800"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_02\7&2F158407&0&0002","USB\VID_046D&PID_C52B&REV_2411&MI_02"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_02\7&2F158407&0&0002","USB\VID_046D&PID_C52B&MI_02"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","HID\VID_046D&PID_C52B&REV_2411&MI_02&Col03"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","HID\VID_046D&PID_C52B&MI_02&Col03"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","HID\VID_046D&UP:FF00_U:0004"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","HID_DEVICE_UP:FF00_U:0004"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","HID_DEVICE"
"TCL 8132 Sound Bar Avrcp Transport","TCL 8132 Sound Bar Avrcp Transport","Bluetooth","OK","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0001000F_PID&1200\7&B265E0C&0&2CFDB3C85F48_C00000000","BTHENUM\{0000110e-0000-1000-8000-00805f9b34fb}_VID&0001000f_PID&1200"
"TCL 8132 Sound Bar Avrcp Transport","TCL 8132 Sound Bar Avrcp Transport","Bluetooth","OK","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0001000F_PID&1200\7&B265E0C&0&2CFDB3C85F48_C00000000","BTHENUM\{0000110e-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
